open_time,open,high,low,close,volume
1747954800000,0.1564900,0.1586900,0.1564900,0.1570500,1603676
1747958400000,0.1571200,0.1586500,0.1556200,0.1575700,1677393
1747962000000,0.1575700,0.1586100,0.1566300,0.1577900,985367
1747965600000,0.1577600,0.1592200,0.1572900,0.1577400,1018724
1747969200000,0.1577100,0.1591800,0.1576100,0.1584700,1001615
1747972800000,0.1584700,0.1600400,0.1544300,0.1555600,3094774
1747976400000,0.1555800,0.1563900,0.1483000,0.1501600,7154741
1747980000000,0.1501400,0.1513400,0.1485700,0.1493400,4397949
1747983600000,0.1493300,0.1501200,0.1476500,0.1479900,1373813
1747987200000,0.1479700,0.1492500,0.1471200,0.1479000,1694614
1747990800000,0.1478500,0.1508100,0.1475700,0.1482400,2744517
1747994400000,0.1482700,0.1483900,0.1467100,0.1476600,1395302
1747998000000,0.1477000,0.1482200,0.1433800,0.1453800,4478625
1748001600000,0.1453300,0.1463800,0.1430000,0.1441100,7633707
1748005200000,0.1441000,0.1453200,0.1422900,0.1447000,3114250
1748008800000,0.1447500,0.1455500,0.1436000,0.1450500,1448103
1748012400000,0.1450800,0.1450800,0.1435300,0.1443500,1085771
1748016000000,0.1443300,0.1448500,0.1432000,0.1436800,1209296
1748019600000,0.1437100,0.1443300,0.1430700,0.1440300,769751
1748023200000,0.1440900,0.1445200,0.1434800,0.1439200,560284
1748026800000,0.1439200,0.1444600,0.1424500,0.1431200,686864
1748030400000,0.1432500,0.1433700,0.1422200,0.1427200,821668
1748034000000,0.1426800,0.1446700,0.1420800,0.1428100,1225178
1748037600000,0.1428100,0.1435700,0.1417700,0.1423200,858063
1748041200000,0.1423700,0.1425900,0.1403200,0.1412300,1947577
1748044800000,0.1412900,0.1427200,0.1406400,0.1419900,1345895
1748048400000,0.1420000,0.1431900,0.1412300,0.1414000,1031284
1748052000000,0.1414100,0.1418800,0.1398600,0.1415200,1521935
1748055600000,0.1415000,0.1423100,0.1408500,0.1410300,960304
1748059200000,0.1410500,0.1418000,0.1404900,0.1412700,600685
1748062800000,0.1413000,0.1416500,0.1403600,0.1416000,737666
1748066400000,0.1416100,0.1428400,0.1411400,0.1428400,1089903
1748070000000,0.1427600,0.1434700,0.1424100,0.1433300,947860
1748073600000,0.1433300,0.1440000,0.1420500,0.1429900,1108322
1748077200000,0.1429200,0.1435500,0.1425400,0.1428700,395205
1748080800000,0.1428800,0.1437500,0.1420900,0.1429800,1097743
1748084400000,0.1429600,0.1437100,0.1426700,0.1431800,1013221
1748088000000,0.1431600,0.1442800,0.1426900,0.1427900,933462
1748091600000,0.1428300,0.1438300,0.1417000,0.1421500,749456
1748095200000,0.1421300,0.1433300,0.1420700,0.1422900,591133
1748098800000,0.1422900,0.1427100,0.1415300,0.1426300,492262
1748102400000,0.1426000,0.1435300,0.1419100,0.1428700,591322
1748106000000,0.1429400,0.1431300,0.1418100,0.1418200,379918
1748109600000,0.1418400,0.1428600,0.1406000,0.1413300,896626
1748113200000,0.1414300,0.1423500,0.1408500,0.1416400,556102
1748116800000,0.1416700,0.1416700,0.1407600,0.1410700,560319
1748120400000,0.1411500,0.1414500,0.1400700,0.1407900,462089
1748124000000,0.1407600,0.1415300,0.1405700,0.1413000,337281
1748127600000,0.1413400,0.1430900,0.1407300,0.1423800,1384322
1748131200000,0.1423000,0.1425000,0.1405000,0.1411200,979091
1748134800000,0.1411200,0.1413600,0.1398200,0.1399300,963664
1748138400000,0.1399300,0.1408500,0.1392600,0.1404600,1203645
1748142000000,0.1404700,0.1405400,0.1399100,0.1400900,369336
1748145600000,0.1400800,0.1401300,0.1383800,0.1393600,1100639
1748149200000,0.1393800,0.1394300,0.1387100,0.1392100,1182095
1748152800000,0.1391600,0.1394300,0.1384200,0.1393700,818634
1748156400000,0.1393800,0.1415600,0.1371800,0.1410400,4148323
1748160000000,0.1410300,0.1447000,0.1405700,0.1428800,4552560
1748163600000,0.1429100,0.1501800,0.1427700,0.1488800,12382881
1748167200000,0.1489000,0.1505400,0.1483300,0.1490200,9607791
1748170800000,0.1491100,0.1501200,0.1476700,0.1493800,4873573
1748174400000,0.1493500,0.1502800,0.1474700,0.1485700,4770313
1748178000000,0.1486800,0.1500000,0.1485700,0.1492600,3359391
1748181600000,0.1492500,0.1500000,0.1482800,0.1488700,2366221
1748185200000,0.1488400,0.1491400,0.1466200,0.1489400,4864753
1748188800000,0.1489500,0.1518900,0.1466600,0.1515000,6213448
1748192400000,0.1514800,0.1520000,0.1500500,0.1501000,7467323
1748196000000,0.1501400,0.1514200,0.1492600,0.1498000,3055288
1748199600000,0.1498400,0.1520000,0.1494900,0.1511200,2406614
1748203200000,0.1511400,0.1513000,0.1501000,0.1504600,2024180
1748206800000,0.1504200,0.1510400,0.1497000,0.1500600,1770639
1748210400000,0.1500700,0.1535300,0.1496700,0.1525500,4333553
1748214000000,0.1525700,0.1534200,0.1515000,0.1516000,1794300
1748217600000,0.1516000,0.1525700,0.1502200,0.1507800,2058027
1748221200000,0.1507100,0.1522700,0.1503400,0.1512500,1722739
1748224800000,0.1512500,0.1526100,0.1504400,0.1524500,1488505
1748228400000,0.1524200,0.1551600,0.1519000,0.1547000,4630430
1748232000000,0.1546600,0.1554200,0.1535400,0.1546100,2278362
1748235600000,0.1546000,0.1551700,0.1531600,0.1534900,1598333
1748239200000,0.1534300,0.1550400,0.1527000,0.1539700,3066653
1748242800000,0.1540200,0.1548900,0.1533700,0.1535600,1246989
1748246400000,0.1535700,0.1549100,0.1531100,0.1546800,1428462
1748250000000,0.1546800,0.1547500,0.1530700,0.1535000,829693
1748253600000,0.1535300,0.1548400,0.1533500,0.1542400,787260
1748257200000,0.1542700,0.1547200,0.1525200,0.1528500,1227493
1748260800000,0.1528900,0.1545000,0.1520800,0.1539200,1045971
1748264400000,0.1539300,0.1541400,0.1526600,0.1533200,977665
1748268000000,0.1533100,0.1533600,0.1518900,0.1527900,1469212
1748271600000,0.1527900,0.1528500,0.1488700,0.1524500,3747933
1748275200000,0.1524600,0.1527300,0.1503300,0.1514900,1790634
1748278800000,0.1514400,0.1519100,0.1502400,0.1506300,563939
1748282400000,0.1506400,0.1521200,0.1500100,0.1510200,1401250
1748286000000,0.1510500,0.1515300,0.1507700,0.1512000,499664
1748289600000,0.1512100,0.1525900,0.1509400,0.1520800,1060172
1748293200000,0.1520300,0.1525200,0.1515200,0.1517900,559489
1748296800000,0.1518000,0.1528200,0.1515100,0.1519300,567647
1748300400000,0.1519400,0.1521900,0.1507100,0.1507300,409873
1748304000000,0.1507200,0.1510300,0.1501000,0.1502700,613021
1748307600000,0.1502800,0.1506800,0.1489600,0.1502000,1514252
1748311200000,0.1501700,0.1518200,0.1500000,0.1517200,851573
1748314800000,0.1516700,0.1519700,0.1504400,0.1511600,816207
1748318400000,0.1511600,0.1517000,0.1504600,0.1511500,377698
1748322000000,0.1511200,0.1522000,0.1510300,0.1518700,529840
1748325600000,0.1518500,0.1529400,0.1512800,0.1522700,1127891
1748329200000,0.1522800,0.1530000,0.1520600,0.1522200,438207
1748332800000,0.1522500,0.1533700,0.1518500,0.1532400,1273186
1748336400000,0.1532400,0.1538800,0.1524600,0.1527300,978753
1748340000000,0.1526700,0.1533700,0.1521500,0.1528200,731401
1748343600000,0.1528100,0.1536700,0.1524200,0.1529300,516397
1748347200000,0.1529400,0.1534400,0.1524200,0.1532800,570003
1748350800000,0.1532200,0.1539300,0.1528100,0.1538100,1205671
1748354400000,0.1538000,0.1539600,0.1525500,0.1537000,973296
1748358000000,0.1536700,0.1539300,0.1530100,0.1535300,525725
1748361600000,0.1535200,0.1544900,0.1532200,0.1537600,1227865
1748365200000,0.1537700,0.1544100,0.1537100,0.1542100,762847
1748368800000,0.1542100,0.1547300,0.1539900,0.1544700,845851
1748372400000,0.1544500,0.1544500,0.1528700,0.1532000,1185159
1748376000000,0.1532400,0.1537000,0.1525600,0.1536200,576567
1748379600000,0.1536000,0.1560100,0.1528800,0.1532300,1349721
1748383200000,0.1533100,0.1535700,0.1521400,0.1525500,627307
1748386800000,0.1525100,0.1534600,0.1522500,0.1533300,300708
1748390400000,0.1533100,0.1543500,0.1527000,0.1541800,1686784
1748394000000,0.1541700,0.1543800,0.1532500,0.1536100,1331788
1748397600000,0.1535600,0.1537600,0.1528900,0.1530900,994522
1748401200000,0.1530800,0.1534200,0.1525900,0.1532400,979158
1748404800000,0.1532000,0.1534300,0.1526600,0.1531500,321525
1748408400000,0.1531800,0.1536800,0.1526400,0.1535200,559906
1748412000000,0.1535300,0.1547100,0.1530600,0.1537900,1194709
1748415600000,0.1537500,0.1547500,0.1535700,0.1544700,852180
1748419200000,0.1545100,0.1548900,0.1530200,0.1535600,1236790
1748422800000,0.1535900,0.1537200,0.1527200,0.1532100,622927
1748426400000,0.1531500,0.1546900,0.1526400,0.1539300,1071869
1748430000000,0.1538900,0.1548000,0.1538300,0.1542600,556725
1748433600000,0.1542300,0.1546200,0.1537200,0.1540400,532000
1748437200000,0.1540100,0.1544500,0.1532300,0.1533500,607438
1748440800000,0.1533700,0.1542600,0.1528300,0.1535500,872968
1748444400000,0.1535000,0.1542400,0.1528400,0.1537700,1042007
1748448000000,0.1538300,0.1546000,0.1537200,0.1545300,830068
1748451600000,0.1545700,0.1547700,0.1541200,0.1544700,724439
1748455200000,0.1544900,0.1547800,0.1538000,0.1541500,598446
